player_id,name,position_group_raw,age_at_valuation,current_club_id,minutes_last_season,target_market_value,predicted_value,undervalued_pct,undervalued_pct_formatted
622477,Timur Magomedov,Goalkeeper,24.26009582477755,75231,2250.0,800000,2398401.2,1.9980015625,199.8%
678503,Danylo Varakuta,Goalkeeper,24.38056125941136,55686,2070.0,800000,2362467.5,1.953084375,195.3%
729010,Tom de Graaff,Goalkeeper,21.24845995893224,1269,2340.0,900000,2570114.5,1.8556827777777776,185.6%
1159511,Denys Marchenko,Goalkeeper,18.86652977412731,39097,1260.0,600000,1607451.4,1.679085625,167.9%
585202,Marcus Bundgaard,Goalkeeper,24.36139630390144,5817,1860.0,850000,2026478.4,1.384092205882353,138.4%
1160405,Viktor Dolgyi,Goalkeeper,21.960301163586585,18303,1035.0,400000,922583.1,1.3064578125,130.6%
487167,Cezary Miszta,Goalkeeper,24.13415468856948,2425,2956.0,3000000,6541822.5,1.1806075,118.1%
538954,Nikita Kokarev,Goalkeeper,22.937713894592743,2696,1611.0,900000,1740670.5,0.9340783333333332,93.4%
725816,Bernt Klaverboer,Goalkeeper,20.45448323066393,306,2160.0,1500000,2773714.0,0.8491426666666667,84.9%
725356,Valentyn Gorokh,Goalkeeper,24.84052019164956,26459,1440.0,500000,912247.0,0.824494,82.4%
799095,Vadim Ulyanov,Goalkeeper,24.191649555099247,3725,1080.0,750000,1276591.2,0.7021216666666666,70.2%
1161403,Nazar Domchak,Goalkeeper,18.702258726899384,85465,1350.0,700000,1161518.4,0.6593119642857143,65.9%
662446,Juan Castillo,Goalkeeper,23.17864476386037,2420,1440.0,700000,1154012.5,0.6485892857142858,64.9%
704772,Rome-Jayden Owusu-Oduro,Goalkeeper,21.418206707734427,1090,3912.0,7000000,11520402.0,0.6457717142857143,64.6%
409490,Maxime Delanghe,Goalkeeper,24.550308008213552,520,2585.0,2000000,3230885.0,0.6154425,61.5%
1189049,Deniz Dönmezer,Goalkeeper,17.23750855578371,3205,944.0,1000000,1570995.2,0.57099525,57.1%
451244,David Volk,Goalkeeper,24.68172484599589,75231,1080.0,900000,1405346.4,0.5614959722222223,56.1%
911985,Mohamed Koné,Goalkeeper,23.761806981519506,172,1170.0,800000,1231534.4,0.53941796875,53.9%
952943,Yakiv Kinareykin,Goalkeeper,22.190280629705683,85465,1080.0,700000,1003017.4,0.4328819642857143,43.3%
918327,Kurban Rasulov,Goalkeeper,20.216290212183434,121,990.0,1000000,1324580.6,0.324580625,32.5%
729638,Oleksandr Kemkin,Goalkeeper,23.370294318959616,3592,1186.0,800000,1029642.06,0.287052578125,28.7%
629773,Lukas Hornicek,Goalkeeper,23.68240930869268,1075,4620.0,15000000,18737768.0,0.2491845333333333,24.9%
790669,Kayne van Oevelen,Goalkeeper,22.5927446954141,724,2430.0,2000000,2245851.2,0.122925625,12.3%
580434,Tobe Leysen,Goalkeeper,23.756331279945243,2727,2610.0,4000000,4408215.5,0.102053875,10.2%
903223,Martin Delavallée,Goalkeeper,21.984941820670773,172,2190.0,2000000,2135301.0,0.0676505,6.8%
592924,Andreas Jungdal,Goalkeeper,23.797399041752225,968,2250.0,2500000,2633244.5,0.0532978,5.3%
